event_id,event_date,city,event_type,severity,duration_minutes,affected_users,status
NE001498,2025-09-27,Thane,HIGH_LATENCY,HIGH,237,4145,CLOSED
NE001499,2026-05-18,Indore,HIGH_LATENCY,MEDIUM,169,2357,CLOSED
NE001500,2025-11-03,Pune,CONGESTION,MEDIUM,142,2722,IN_PROGRESS
NE001501,2026-08-08,Indore,OUTAGE,LOW,299,4660,IN_PROGRESS
NE001502,2026-07-05,Indore,CONGESTION,MEDIUM,245,1097,CLOSED
NE001503,2026-07-22,Thane,OUTAGE,HIGH,242,1157,OPEN
NE001504,2026-09-14,Bhopal,CONGESTION,HIGH,38,3676,IN_PROGRESS
NE001505,2026-03-30,Nagpur,PACKET_LOSS,HIGH,45,3815,CLOSED
NE001506,2026-05-29,Thane,CONGESTION,MEDIUM,186,4983,CLOSED
NE001507,2025-12-04,Mumbai,LOW_SIGNAL,MEDIUM,164,3592,IN_PROGRESS
NE001508,2025-09-30,Nagpur,HIGH_LATENCY,MEDIUM,158,4898,RESOLVED
NE001509,2026-06-19,Nagpur,PACKET_LOSS,MEDIUM,31,69,OPEN
NE001510,2025-10-17,Indore,LOW_SIGNAL,CRITICAL,212,4662,OPEN
NE001511,2026-07-26,Thane,LOW_SIGNAL,MEDIUM,126,3935,RESOLVED
NE001512,2026-09-14,Bhopal,OUTAGE,MEDIUM,77,3666,RESOLVED
NE001513,2025-12-05,Pune,OUTAGE,MEDIUM,104,4294,OPEN
NE001514,2026-03-12,Indore,OUTAGE,LOW,130,3612,CLOSED
NE001515,2026-07-24,Thane,HIGH_LATENCY,LOW,219,548,IN_PROGRESS
NE001516,2025-09-29,Nagpur,CONGESTION,MEDIUM,298,3410,OPEN
NE001517,2026-04-09,Nagpur,CONGESTION,MEDIUM,117,4177,IN_PROGRESS
NE001518,2025-12-10,Nashik,LOW_SIGNAL,CRITICAL,59,2404,IN_PROGRESS
NE001519,2026-01-05,Thane,LOW_SIGNAL,HIGH,194,188,CLOSED
NE001520,2026-07-05,Indore,HIGH_LATENCY,LOW,234,2962,RESOLVED
NE001521,2026-03-22,Nagpur,CONGESTION,CRITICAL,83,1420,CLOSED
NE001522,2025-10-16,Nashik,LOW_SIGNAL,CRITICAL,9,1586,IN_PROGRESS
NE001523,2026-06-15,Thane,OUTAGE,LOW,97,3925,IN_PROGRESS
NE001524,2026-03-29,Indore,PACKET_LOSS,LOW,112,2207,IN_PROGRESS
NE001525,2025-10-20,Nashik,CONGESTION,CRITICAL,65,4808,IN_PROGRESS
NE001526,2026-07-04,Mumbai,LOW_SIGNAL,CRITICAL,20,3956,RESOLVED
NE001527,2026-01-03,Indore,OUTAGE,MEDIUM,101,3455,OPEN
NE001528,2025-11-11,Bhopal,HIGH_LATENCY,HIGH,183,2402,RESOLVED
NE001529,2026-07-31,Nashik,OUTAGE,MEDIUM,37,4295,RESOLVED
NE001530,2026-04-10,Indore,CONGESTION,HIGH,56,3266,CLOSED
NE001531,2026-03-02,Nashik,OUTAGE,MEDIUM,244,1991,OPEN
NE001532,2026-03-05,Mumbai,LOW_SIGNAL,MEDIUM,103,474,CLOSED
NE001533,2026-01-30,Bhopal,CONGESTION,LOW,299,1261,CLOSED
NE001534,2026-01-28,Mumbai,OUTAGE,MEDIUM,281,3738,RESOLVED
NE001535,2026-05-18,Nashik,OUTAGE,MEDIUM,105,1599,IN_PROGRESS
NE001536,2026-04-13,Thane,PACKET_LOSS,MEDIUM,294,4106,OPEN
NE001537,2026-05-23,Mumbai,HIGH_LATENCY,LOW,182,2329,IN_PROGRESS
NE001538,2026-07-23,Mumbai,LOW_SIGNAL,HIGH,216,1713,RESOLVED
NE001539,2026-09-05,Indore,OUTAGE,CRITICAL,254,1984,OPEN
NE001540,2026-05-10,Thane,HIGH_LATENCY,HIGH,97,2578,RESOLVED
NE001541,2026-01-12,Mumbai,CONGESTION,CRITICAL,138,1714,CLOSED
NE001542,2026-02-11,Mumbai,CONGESTION,LOW,127,4315,OPEN
NE001543,2025-10-11,Indore,OUTAGE,MEDIUM,182,2082,CLOSED
NE001544,2026-08-25,Thane,HIGH_LATENCY,MEDIUM,31,1238,IN_PROGRESS
NE001545,2026-03-04,Nagpur,CONGESTION,MEDIUM,208,4551,RESOLVED
NE001546,2025-12-12,Pune,OUTAGE,CRITICAL,215,4982,CLOSED
NE001547,2025-10-13,Bhopal,CONGESTION,MEDIUM,295,3412,RESOLVED
NE001548,2026-05-26,Indore,OUTAGE,HIGH,120,2220,IN_PROGRESS
NE001549,2025-12-19,Thane,CONGESTION,LOW,94,3570,RESOLVED
NE001550,2025-10-01,Indore,OUTAGE,LOW,255,2669,OPEN
NE001551,2025-12-15,Bhopal,LOW_SIGNAL,MEDIUM,229,185,RESOLVED
NE001552,2025-12-18,Nashik,PACKET_LOSS,MEDIUM,12,4030,CLOSED
NE001553,2026-09-09,Nagpur,PACKET_LOSS,MEDIUM,264,110,OPEN
NE001554,2026-02-14,Nagpur,HIGH_LATENCY,HIGH,124,1798,IN_PROGRESS
NE001555,2025-10-27,Bhopal,OUTAGE,LOW,101,4764,CLOSED
NE001556,2026-04-29,Mumbai,OUTAGE,HIGH,271,3870,IN_PROGRESS
NE001557,2025-10-17,Bhopal,LOW_SIGNAL,HIGH,49,2814,CLOSED
NE001558,2025-10-21,Bhopal,LOW_SIGNAL,LOW,170,145,CLOSED
NE001559,2026-08-28,Nashik,CONGESTION,LOW,239,4449,RESOLVED
NE001560,2026-03-17,Bhopal,PACKET_LOSS,HIGH,127,77,CLOSED
NE001561,2025-11-27,Thane,PACKET_LOSS,LOW,189,2223,IN_PROGRESS
NE001562,2026-09-19,Nagpur,HIGH_LATENCY,LOW,5,2299,CLOSED
NE001563,2026-02-27,Thane,OUTAGE,MEDIUM,161,4358,CLOSED
NE001564,2026-05-14,Pune,HIGH_LATENCY,MEDIUM,128,4946,OPEN
NE001565,2026-04-29,Pune,PACKET_LOSS,LOW,292,1213,RESOLVED
NE001566,2026-03-31,Bhopal,HIGH_LATENCY,HIGH,142,4864,OPEN
NE001567,2025-10-19,Indore,OUTAGE,HIGH,189,4839,CLOSED
NE001568,2026-01-25,Pune,LOW_SIGNAL,LOW,83,4544,IN_PROGRESS
NE001569,2026-08-24,Indore,HIGH_LATENCY,HIGH,256,3875,RESOLVED
NE001570,2026-09-04,Bhopal,HIGH_LATENCY,CRITICAL,104,3740,RESOLVED
NE001571,2026-04-02,Pune,HIGH_LATENCY,CRITICAL,211,601,RESOLVED
NE001572,2026-02-04,Nashik,LOW_SIGNAL,MEDIUM,215,3407,OPEN
NE001573,2026-01-26,Bhopal,OUTAGE,MEDIUM,136,2026,IN_PROGRESS
NE001574,2025-10-09,Bhopal,PACKET_LOSS,CRITICAL,20,3919,OPEN
NE001575,2026-01-26,Bhopal,CONGESTION,HIGH,132,2181,RESOLVED
NE001576,2026-05-12,Thane,LOW_SIGNAL,MEDIUM,261,504,IN_PROGRESS
NE001577,2026-06-14,Nashik,LOW_SIGNAL,CRITICAL,141,161,IN_PROGRESS
NE001578,2026-07-02,Bhopal,HIGH_LATENCY,MEDIUM,287,589,RESOLVED
NE001579,2025-10-08,Bhopal,HIGH_LATENCY,MEDIUM,150,1762,OPEN
NE001580,2026-03-21,Thane,HIGH_LATENCY,CRITICAL,51,4430,CLOSED
NE001581,2026-08-18,Nashik,PACKET_LOSS,LOW,214,2513,IN_PROGRESS
NE001582,2026-04-18,Bhopal,HIGH_LATENCY,MEDIUM,296,3048,CLOSED
NE001583,2025-12-25,Thane,HIGH_LATENCY,CRITICAL,222,1530,IN_PROGRESS
NE001584,2026-09-20,Indore,OUTAGE,HIGH,193,2154,RESOLVED
NE001585,2026-02-04,Indore,PACKET_LOSS,HIGH,293,704,RESOLVED
NE001586,2026-02-06,Nashik,OUTAGE,MEDIUM,92,3338,CLOSED
NE001587,2026-09-06,Nashik,OUTAGE,HIGH,101,294,IN_PROGRESS
NE001588,2026-09-13,Thane,OUTAGE,CRITICAL,203,2036,IN_PROGRESS
NE001589,2026-07-27,Thane,CONGESTION,MEDIUM,206,3409,RESOLVED
NE001590,2026-05-21,Mumbai,PACKET_LOSS,LOW,102,3182,RESOLVED
NE001591,2025-10-26,Nagpur,HIGH_LATENCY,MEDIUM,293,980,OPEN
NE001592,2025-12-19,Pune,PACKET_LOSS,MEDIUM,271,901,IN_PROGRESS
NE001593,2026-04-01,Nagpur,LOW_SIGNAL,MEDIUM,46,1161,OPEN
NE001594,2026-02-09,Bhopal,HIGH_LATENCY,CRITICAL,250,306,IN_PROGRESS
NE001595,2025-12-25,Bhopal,LOW_SIGNAL,MEDIUM,135,3586,CLOSED
NE001596,2026-09-19,Mumbai,HIGH_LATENCY,MEDIUM,89,4360,IN_PROGRESS
NE001597,2026-03-31,Mumbai,OUTAGE,MEDIUM,106,1184,RESOLVED
NE001598,2025-11-03,Pune,OUTAGE,LOW,190,1593,CLOSED
NE001599,2026-01-04,Nashik,OUTAGE,MEDIUM,153,888,CLOSED
NE001600,2026-03-09,Mumbai,LOW_SIGNAL,MEDIUM,257,1299,OPEN
NE001601,2025-11-28,Nashik,CONGESTION,MEDIUM,20,2401,IN_PROGRESS
NE001602,2025-12-22,Bhopal,OUTAGE,MEDIUM,157,2305,OPEN
NE001603,2025-09-29,Bhopal,LOW_SIGNAL,LOW,45,4686,OPEN
NE001604,2026-07-09,Indore,OUTAGE,MEDIUM,71,2638,OPEN
NE001605,2026-06-27,Mumbai,LOW_SIGNAL,LOW,104,1911,CLOSED
NE001606,2026-01-27,Nashik,HIGH_LATENCY,HIGH,273,737,RESOLVED
NE001607,2025-10-19,Bhopal,CONGESTION,HIGH,188,2011,IN_PROGRESS
NE001608,2025-11-22,Indore,HIGH_LATENCY,MEDIUM,223,4385,OPEN
NE001609,2026-06-26,Pune,LOW_SIGNAL,LOW,178,300,CLOSED
NE001610,2026-05-27,Nagpur,CONGESTION,MEDIUM,35,2319,OPEN
NE001611,2026-02-22,Nashik,LOW_SIGNAL,LOW,201,2060,OPEN
NE001612,2026-07-23,Pune,HIGH_LATENCY,MEDIUM,173,1944,CLOSED
NE001613,2025-11-15,Mumbai,HIGH_LATENCY,CRITICAL,119,1041,RESOLVED
NE001614,2026-09-17,Bhopal,OUTAGE,MEDIUM,15,2182,IN_PROGRESS
NE001615,2026-06-05,Bhopal,CONGESTION,HIGH,64,1139,CLOSED
NE001616,2026-03-13,Indore,HIGH_LATENCY,MEDIUM,179,3987,CLOSED
NE001617,2026-03-10,Nashik,PACKET_LOSS,CRITICAL,250,393,CLOSED
NE001618,2026-01-09,Pune,OUTAGE,HIGH,138,234,OPEN
NE001619,2025-11-14,Mumbai,CONGESTION,HIGH,243,3279,IN_PROGRESS
NE001620,2025-12-15,Indore,OUTAGE,CRITICAL,17,4110,RESOLVED
NE001621,2025-10-20,Pune,OUTAGE,HIGH,68,1800,RESOLVED
NE001622,2026-06-12,Thane,HIGH_LATENCY,MEDIUM,104,3059,RESOLVED
NE001623,2026-01-09,Pune,HIGH_LATENCY,CRITICAL,57,2705,OPEN
NE001624,2026-01-01,Mumbai,PACKET_LOSS,MEDIUM,233,3659,RESOLVED
NE001625,2026-05-02,Indore,PACKET_LOSS,LOW,74,786,CLOSED
NE001626,2026-02-22,Pune,CONGESTION,CRITICAL,120,4733,OPEN
NE001627,2026-08-30,Nashik,CONGESTION,CRITICAL,182,4658,CLOSED
NE001628,2025-10-30,Bhopal,HIGH_LATENCY,CRITICAL,167,4333,OPEN
NE001629,2026-05-25,Indore,CONGESTION,CRITICAL,125,1579,CLOSED
NE001630,2026-06-15,Thane,CONGESTION,CRITICAL,259,1851,CLOSED
NE001631,2025-09-23,Mumbai,CONGESTION,MEDIUM,75,4552,RESOLVED
NE001632,2025-10-14,Mumbai,CONGESTION,CRITICAL,290,2820,OPEN
NE001633,2025-10-13,Indore,OUTAGE,LOW,279,590,OPEN
NE001634,2026-04-09,Nashik,LOW_SIGNAL,LOW,219,2131,OPEN
NE001635,2026-05-25,Bhopal,CONGESTION,LOW,142,4430,CLOSED
NE001636,2025-12-09,Nashik,LOW_SIGNAL,MEDIUM,25,4143,IN_PROGRESS
NE001637,2026-06-06,Thane,HIGH_LATENCY,HIGH,182,1669,CLOSED
NE001638,2026-01-15,Nashik,PACKET_LOSS,CRITICAL,112,224,IN_PROGRESS
NE001639,2026-07-28,Thane,PACKET_LOSS,LOW,175,1822,CLOSED
NE001640,2026-06-13,Pune,HIGH_LATENCY,LOW,23,2691,RESOLVED
NE001641,2025-10-14,Bhopal,PACKET_LOSS,LOW,11,4126,OPEN
NE001642,2026-05-28,Nashik,OUTAGE,CRITICAL,175,4417,OPEN
NE001643,2025-12-20,Pune,HIGH_LATENCY,MEDIUM,140,3831,CLOSED
NE001644,2025-10-27,Nashik,HIGH_LATENCY,CRITICAL,172,416,IN_PROGRESS
NE001645,2026-08-21,Mumbai,HIGH_LATENCY,HIGH,83,1161,OPEN
NE001646,2026-07-28,Indore,OUTAGE,LOW,94,3880,OPEN
NE001647,2026-02-05,Bhopal,LOW_SIGNAL,MEDIUM,218,291,IN_PROGRESS
NE001648,2026-07-23,Thane,HIGH_LATENCY,MEDIUM,252,518,IN_PROGRESS
NE001649,2026-05-23,Indore,LOW_SIGNAL,MEDIUM,237,4473,IN_PROGRESS
NE001650,2026-01-15,Bhopal,LOW_SIGNAL,HIGH,140,3306,IN_PROGRESS
NE001651,2025-10-16,Indore,CONGESTION,MEDIUM,28,841,OPEN
NE001652,2026-04-12,Nagpur,LOW_SIGNAL,MEDIUM,197,4595,CLOSED
NE001653,2026-06-09,Pune,OUTAGE,MEDIUM,239,3779,CLOSED
NE001654,2025-11-27,Nagpur,CONGESTION,MEDIUM,185,956,RESOLVED
NE001655,2026-01-08,Thane,HIGH_LATENCY,CRITICAL,70,4915,IN_PROGRESS
NE001656,2025-12-30,Nagpur,CONGESTION,LOW,135,64,RESOLVED
NE001657,2025-11-08,Mumbai,OUTAGE,MEDIUM,35,3909,RESOLVED
NE001658,2026-05-28,Bhopal,PACKET_LOSS,MEDIUM,222,2738,CLOSED
NE001659,2026-05-11,Indore,PACKET_LOSS,HIGH,204,725,IN_PROGRESS
NE001660,2026-05-06,Bhopal,HIGH_LATENCY,MEDIUM,124,1359,IN_PROGRESS
NE001661,2026-02-24,Thane,HIGH_LATENCY,MEDIUM,234,4502,RESOLVED
NE001662,2025-12-17,Thane,OUTAGE,MEDIUM,243,1886,RESOLVED
NE001663,2025-10-09,Pune,HIGH_LATENCY,HIGH,131,935,IN_PROGRESS
NE001664,2026-08-09,Mumbai,PACKET_LOSS,MEDIUM,93,3506,CLOSED
NE001665,2026-07-03,Indore,OUTAGE,MEDIUM,46,371,CLOSED
NE001666,2026-05-05,Pune,PACKET_LOSS,CRITICAL,283,1453,RESOLVED
NE001667,2026-01-04,Thane,PACKET_LOSS,MEDIUM,118,3269,RESOLVED
NE001668,2026-06-13,Thane,PACKET_LOSS,LOW,131,2574,OPEN
NE001669,2025-12-16,Mumbai,CONGESTION,HIGH,56,1275,RESOLVED
NE001670,2026-05-01,Indore,LOW_SIGNAL,MEDIUM,287,4796,IN_PROGRESS
NE001671,2025-10-21,Mumbai,OUTAGE,HIGH,71,866,OPEN
NE001672,2026-08-01,Nagpur,HIGH_LATENCY,MEDIUM,292,2309,IN_PROGRESS
NE001673,2026-01-19,Nashik,CONGESTION,MEDIUM,234,4100,OPEN
NE001674,2026-07-29,Pune,PACKET_LOSS,MEDIUM,217,4663,CLOSED
NE001675,2025-10-23,Nagpur,PACKET_LOSS,CRITICAL,209,4756,OPEN
NE001676,2025-11-01,Nagpur,CONGESTION,LOW,255,2193,OPEN
NE001677,2026-01-14,Mumbai,CONGESTION,MEDIUM,98,1446,IN_PROGRESS
NE001678,2025-10-26,Indore,LOW_SIGNAL,MEDIUM,72,3319,OPEN
NE001679,2025-12-01,Thane,PACKET_LOSS,MEDIUM,293,1707,RESOLVED
NE001680,2026-07-12,Nagpur,LOW_SIGNAL,LOW,149,49,RESOLVED
NE001681,2026-03-02,Pune,CONGESTION,MEDIUM,125,4336,OPEN
NE001682,2026-05-23,Bhopal,CONGESTION,MEDIUM,209,4167,CLOSED
NE001683,2025-11-02,Nashik,CONGESTION,LOW,179,2627,RESOLVED
NE001684,2025-11-16,Indore,PACKET_LOSS,CRITICAL,117,3205,OPEN
NE001685,2026-07-06,Nashik,PACKET_LOSS,MEDIUM,107,4453,RESOLVED
NE001686,2026-08-16,Bhopal,PACKET_LOSS,CRITICAL,89,1273,CLOSED
NE001687,2026-09-06,Mumbai,PACKET_LOSS,HIGH,29,1484,CLOSED
NE001688,2026-05-16,Bhopal,PACKET_LOSS,CRITICAL,47,1803,OPEN
NE001689,2026-01-09,Nagpur,LOW_SIGNAL,HIGH,59,3398,CLOSED
NE001690,2025-11-21,Indore,CONGESTION,HIGH,292,481,RESOLVED
NE001691,2025-12-13,Indore,PACKET_LOSS,MEDIUM,180,4525,RESOLVED
NE001692,2026-06-04,Nagpur,CONGESTION,MEDIUM,273,3320,OPEN
NE001693,2026-07-10,Nashik,HIGH_LATENCY,CRITICAL,58,3893,CLOSED
NE001694,2026-02-17,Nagpur,HIGH_LATENCY,HIGH,209,4417,IN_PROGRESS
NE001695,2025-10-18,Nashik,LOW_SIGNAL,MEDIUM,251,746,IN_PROGRESS
NE001696,2026-07-11,Nagpur,CONGESTION,HIGH,203,4881,CLOSED
NE001697,2026-07-25,Pune,PACKET_LOSS,MEDIUM,125,2122,IN_PROGRESS
NE001698,2026-05-07,Mumbai,OUTAGE,MEDIUM,278,62,IN_PROGRESS
NE001699,2025-11-16,Thane,CONGESTION,HIGH,125,3019,CLOSED
NE001700,2026-04-28,Nagpur,CONGESTION,CRITICAL,50,3546,CLOSED
NE001701,2026-01-13,Mumbai,LOW_SIGNAL,LOW,17,3772,IN_PROGRESS
NE001702,2025-09-30,Pune,LOW_SIGNAL,HIGH,254,3837,CLOSED
NE001703,2025-10-02,Nashik,HIGH_LATENCY,HIGH,94,1784,IN_PROGRESS
NE001704,2026-08-08,Mumbai,OUTAGE,MEDIUM,209,4170,IN_PROGRESS
NE001705,2026-04-03,Thane,LOW_SIGNAL,LOW,190,1852,IN_PROGRESS
NE001706,2026-01-24,Mumbai,PACKET_LOSS,CRITICAL,169,3613,OPEN
NE001707,2026-07-04,Pune,CONGESTION,MEDIUM,91,4115,CLOSED
NE001708,2026-02-01,Bhopal,HIGH_LATENCY,MEDIUM,174,3306,CLOSED
NE001709,2026-08-29,Indore,OUTAGE,MEDIUM,16,2063,OPEN
NE001710,2026-01-21,Bhopal,CONGESTION,CRITICAL,140,1842,OPEN
NE001711,2025-11-22,Mumbai,CONGESTION,LOW,161,4313,CLOSED
NE001712,2025-12-22,Thane,LOW_SIGNAL,HIGH,81,994,CLOSED
NE001713,2026-05-17,Indore,PACKET_LOSS,MEDIUM,55,4641,OPEN
NE001714,2026-09-17,Pune,OUTAGE,LOW,96,3566,CLOSED
NE001715,2026-01-06,Nashik,OUTAGE,LOW,272,961,CLOSED
NE001716,2026-09-13,Mumbai,CONGESTION,CRITICAL,205,2771,IN_PROGRESS
NE001717,2026-02-01,Nagpur,CONGESTION,MEDIUM,63,3236,CLOSED
NE001718,2026-06-11,Bhopal,CONGESTION,HIGH,208,2190,OPEN
NE001719,2026-09-06,Thane,OUTAGE,HIGH,49,1986,RESOLVED
NE001720,2026-02-19,Nashik,PACKET_LOSS,CRITICAL,196,4823,RESOLVED
NE001721,2026-09-13,Bhopal,OUTAGE,LOW,117,2217,IN_PROGRESS
NE001722,2026-01-17,Nagpur,LOW_SIGNAL,MEDIUM,255,4430,RESOLVED
NE001723,2025-12-21,Bhopal,HIGH_LATENCY,CRITICAL,69,4822,IN_PROGRESS
NE001724,2026-01-24,Nashik,OUTAGE,CRITICAL,146,3818,RESOLVED
NE001725,2025-10-28,Mumbai,CONGESTION,CRITICAL,47,3102,RESOLVED
NE001726,2026-02-15,Indore,CONGESTION,MEDIUM,161,1114,IN_PROGRESS
NE001727,2026-03-26,Indore,CONGESTION,MEDIUM,176,1448,OPEN
NE001728,2026-01-30,Thane,HIGH_LATENCY,LOW,268,1410,RESOLVED
NE001729,2026-07-26,Nashik,CONGESTION,HIGH,63,4048,IN_PROGRESS
NE001730,2025-09-24,Bhopal,OUTAGE,LOW,119,3472,CLOSED
NE001731,2025-11-20,Nashik,PACKET_LOSS,MEDIUM,237,231,OPEN
NE001732,2026-04-05,Bhopal,LOW_SIGNAL,HIGH,238,2257,OPEN
NE001733,2026-01-07,Pune,PACKET_LOSS,MEDIUM,295,1402,RESOLVED
NE001734,2025-10-27,Nagpur,PACKET_LOSS,MEDIUM,183,922,OPEN
NE001735,2026-06-28,Nashik,OUTAGE,MEDIUM,5,4823,CLOSED
NE001736,2026-08-24,Pune,CONGESTION,MEDIUM,68,1447,OPEN
NE001737,2025-10-13,Nashik,PACKET_LOSS,CRITICAL,293,1516,CLOSED
NE001738,2026-06-16,Thane,HIGH_LATENCY,MEDIUM,291,1869,RESOLVED
NE001739,2026-05-23,Nagpur,LOW_SIGNAL,MEDIUM,284,4069,CLOSED
NE001740,2025-11-09,Thane,CONGESTION,CRITICAL,223,2121,OPEN
NE001741,2026-06-25,Mumbai,CONGESTION,MEDIUM,263,2648,IN_PROGRESS
NE001742,2026-01-18,Nagpur,LOW_SIGNAL,MEDIUM,29,3604,OPEN
NE001743,2026-09-20,Indore,OUTAGE,CRITICAL,196,423,CLOSED
NE001744,2026-01-20,Thane,CONGESTION,MEDIUM,285,2755,OPEN
NE001745,2026-02-13,Nashik,HIGH_LATENCY,HIGH,51,4317,CLOSED
NE001746,2026-05-05,Indore,PACKET_LOSS,HIGH,98,3069,RESOLVED
NE001747,2025-12-13,Mumbai,PACKET_LOSS,MEDIUM,173,3863,OPEN
NE001748,2026-08-26,Nagpur,HIGH_LATENCY,MEDIUM,289,4465,CLOSED
NE001749,2026-08-19,Mumbai,PACKET_LOSS,LOW,173,1365,CLOSED
NE001750,2026-04-03,Mumbai,PACKET_LOSS,MEDIUM,194,1815,IN_PROGRESS
NE001751,2026-06-11,Pune,CONGESTION,LOW,52,2234,IN_PROGRESS
NE001752,2025-10-22,Indore,CONGESTION,MEDIUM,57,1709,CLOSED
NE001753,2025-12-08,Pune,CONGESTION,HIGH,23,3162,CLOSED
NE001754,2026-01-03,Thane,PACKET_LOSS,CRITICAL,289,485,OPEN
NE001755,2026-09-09,Nashik,HIGH_LATENCY,MEDIUM,122,4380,OPEN
NE001756,2026-04-05,Nashik,LOW_SIGNAL,LOW,10,4548,IN_PROGRESS
NE001757,2025-11-22,Indore,OUTAGE,MEDIUM,13,4857,RESOLVED
NE001758,2025-10-31,Indore,CONGESTION,MEDIUM,28,1623,IN_PROGRESS
NE001759,2026-04-15,Indore,OUTAGE,MEDIUM,131,1110,OPEN
NE001760,2026-03-29,Pune,HIGH_LATENCY,LOW,111,1459,CLOSED
NE001761,2025-10-26,Bhopal,CONGESTION,MEDIUM,67,2213,OPEN
NE001762,2026-05-08,Pune,HIGH_LATENCY,HIGH,189,2092,RESOLVED
NE001763,2026-07-03,Pune,OUTAGE,CRITICAL,226,3272,RESOLVED
NE001764,2025-12-24,Mumbai,CONGESTION,MEDIUM,210,1603,RESOLVED
NE001765,2026-04-05,Thane,OUTAGE,MEDIUM,248,284,OPEN
NE001766,2025-11-27,Bhopal,OUTAGE,MEDIUM,258,2371,OPEN
NE001767,2025-12-01,Pune,OUTAGE,MEDIUM,133,4263,IN_PROGRESS
NE001768,2025-11-10,Bhopal,HIGH_LATENCY,MEDIUM,274,3198,RESOLVED
NE001769,2026-06-15,Thane,HIGH_LATENCY,LOW,183,1908,OPEN
NE001770,2025-11-11,Pune,CONGESTION,HIGH,58,4746,RESOLVED
NE001771,2026-01-26,Mumbai,OUTAGE,HIGH,26,888,RESOLVED
NE001772,2026-03-21,Nagpur,LOW_SIGNAL,LOW,112,3499,OPEN
NE001773,2025-12-25,Thane,PACKET_LOSS,MEDIUM,290,175,IN_PROGRESS
NE001774,2026-03-28,Thane,PACKET_LOSS,MEDIUM,13,4041,IN_PROGRESS
NE001775,2026-08-04,Indore,PACKET_LOSS,MEDIUM,34,3199,IN_PROGRESS
NE001776,2026-06-19,Pune,OUTAGE,MEDIUM,27,337,IN_PROGRESS
NE001777,2026-09-12,Indore,OUTAGE,MEDIUM,72,143,RESOLVED
NE001778,2026-04-30,Mumbai,PACKET_LOSS,HIGH,122,4218,RESOLVED
NE001779,2025-12-28,Mumbai,CONGESTION,MEDIUM,110,2145,CLOSED
NE001780,2025-10-23,Thane,LOW_SIGNAL,MEDIUM,297,1539,CLOSED
NE001781,2026-09-04,Mumbai,CONGESTION,CRITICAL,12,2292,RESOLVED
NE001782,2026-06-05,Mumbai,OUTAGE,HIGH,38,215,RESOLVED
NE001783,2026-04-13,Pune,HIGH_LATENCY,MEDIUM,156,2031,OPEN
NE001784,2026-03-03,Mumbai,OUTAGE,HIGH,84,4670,CLOSED
NE001785,2026-04-11,Thane,HIGH_LATENCY,CRITICAL,231,3885,RESOLVED
NE001786,2026-09-17,Mumbai,OUTAGE,HIGH,291,75,IN_PROGRESS
NE001787,2026-06-04,Nashik,LOW_SIGNAL,MEDIUM,158,3285,RESOLVED
NE001788,2026-04-13,Bhopal,HIGH_LATENCY,HIGH,279,3220,OPEN
NE001789,2025-11-14,Bhopal,PACKET_LOSS,HIGH,160,4234,CLOSED
NE001790,2026-04-07,Pune,HIGH_LATENCY,HIGH,281,476,IN_PROGRESS
NE001791,2025-11-13,Thane,HIGH_LATENCY,CRITICAL,14,1601,CLOSED
NE001792,2026-05-23,Pune,HIGH_LATENCY,CRITICAL,139,3239,OPEN
NE001793,2026-03-25,Thane,CONGESTION,MEDIUM,175,1490,CLOSED
NE001794,2025-10-25,Nagpur,PACKET_LOSS,LOW,32,3703,IN_PROGRESS
NE001795,2026-08-21,Bhopal,PACKET_LOSS,CRITICAL,62,622,RESOLVED
NE001796,2026-04-06,Thane,HIGH_LATENCY,MEDIUM,72,4232,IN_PROGRESS
NE001797,2026-07-20,Thane,CONGESTION,HIGH,100,1649,RESOLVED
NE001798,2026-04-01,Indore,LOW_SIGNAL,HIGH,106,1457,OPEN
NE001799,2025-12-10,Mumbai,HIGH_LATENCY,LOW,237,1593,IN_PROGRESS
NE001800,2026-01-04,Mumbai,LOW_SIGNAL,MEDIUM,162,3962,RESOLVED
NE001801,2025-09-26,Thane,CONGESTION,LOW,230,2424,IN_PROGRESS
NE001802,2026-02-20,Nagpur,OUTAGE,CRITICAL,258,192,OPEN
NE001803,2026-06-07,Nashik,LOW_SIGNAL,HIGH,42,4006,RESOLVED
NE001804,2025-11-24,Bhopal,OUTAGE,HIGH,226,1751,CLOSED
NE001805,2026-03-02,Nashik,HIGH_LATENCY,MEDIUM,50,4121,CLOSED
NE001806,2026-05-30,Nagpur,PACKET_LOSS,LOW,244,1870,OPEN
NE001807,2026-01-18,Nagpur,OUTAGE,HIGH,256,263,RESOLVED
NE001808,2026-06-19,Nashik,LOW_SIGNAL,HIGH,76,2156,RESOLVED
NE001809,2025-10-16,Nagpur,LOW_SIGNAL,MEDIUM,24,2183,CLOSED
NE001810,2026-06-28,Bhopal,LOW_SIGNAL,MEDIUM,134,4178,RESOLVED
NE001811,2026-03-07,Mumbai,CONGESTION,HIGH,282,2073,RESOLVED
NE001812,2026-06-28,Pune,OUTAGE,MEDIUM,150,4384,RESOLVED
NE001813,2025-11-21,Thane,PACKET_LOSS,MEDIUM,44,516,CLOSED
NE001814,2026-08-14,Mumbai,LOW_SIGNAL,LOW,89,3346,OPEN
NE001815,2026-08-27,Mumbai,CONGESTION,HIGH,276,205,OPEN
