usage_id,customer_id,usage_date,data_used_gb,voice_minutes,sms_count
U011428,C000018,2026-09-19,3.91,228,61
U011429,C000185,2026-08-03,2.78,157,95
U011430,C000812,2026-07-25,0.92,82,41
U011431,C000796,2026-08-12,1.3,70,15
U011432,C000144,2026-06-07,4.08,33,36
U011433,C000481,2026-01-12,1.7,33,75
U011434,C000113,2026-02-03,0.83,283,85
U011435,C000246,2026-06-21,0.78,2,52
U011436,C000369,2026-05-01,1.04,274,89
U011437,C000847,2026-04-02,1.83,155,85
U011438,C000502,2026-09-02,3.08,290,65
U011439,C000197,2026-06-27,1.99,193,66
U011440,C000832,2026-06-06,2.43,54,55
U011441,C000077,2026-06-25,1.08,113,96
U011442,C000340,2026-08-18,3.95,275,23
U011443,C000167,2026-04-09,4.71,93,45
U011444,C000899,2026-05-07,1.75,245,16
U011445,C000336,2026-05-07,3.15,276,15
U011446,C000971,2026-01-16,3.83,268,98
U011447,C000591,2025-11-28,0.37,59,58
U011448,C000168,2026-06-04,0.92,197,82
U011449,C000035,2025-12-13,2.98,127,79
U011450,C000855,2026-08-11,2.0,298,11
U011451,C000050,2025-12-30,0.22,291,38
U011452,C000563,2026-09-06,4.89,5,45
U011453,C000445,2025-12-08,4.0,112,75
U011454,C000878,2025-11-08,3.95,63,35
U011455,C000460,2025-10-07,4.09,137,74
U011456,C000474,2026-02-18,0.65,44,42
U011457,C000305,2025-12-03,2.74,209,31
U011458,C000869,2026-04-26,3.45,220,76
U011459,C000213,2025-12-06,0.18,79,51
U011460,C000372,2026-06-18,0.88,92,80
U011461,C000076,2026-02-18,2.35,7,31
U011462,C000490,2026-07-02,4.94,53,68
U011463,C000732,2026-05-23,4.96,163,72
U011464,C000292,2026-02-10,3.33,64,35
U011465,C000061,2025-11-15,1.39,175,12
U011466,C000893,2026-03-19,1.77,59,89
U011467,C000350,2025-12-09,0.32,296,90
U011468,C000632,2026-05-09,1.61,155,41
U011469,C000416,2026-07-03,4.71,212,33
U011470,C000184,2025-10-01,2.8,88,46
U011471,C000457,2025-10-03,4.21,17,33
U011472,C000933,2026-07-05,4.75,272,85
U011473,C000325,2025-09-24,0.74,240,91
U011474,C000650,2026-03-10,3.93,166,53
U011475,C000204,2026-09-21,4.83,93,64
U011476,C000473,2025-10-01,2.36,30,20
U011477,C000225,2025-10-31,0.64,36,31
U011478,C000313,2026-09-10,0.77,244,17
U011479,C000968,2026-07-17,4.22,61,1
U011480,C000890,2026-07-22,3.75,176,40
U011481,C000813,2026-08-08,4.6,297,81
U011482,C000797,2026-03-19,1.18,96,6
U011483,C000032,2026-05-09,4.8,254,38
U011484,C000714,2026-01-04,2.43,268,44
U011485,C000094,2026-08-18,2.5,273,64
U011486,C000713,2025-11-08,2.72,259,13
U011487,C000749,2025-12-08,0.15,6,73
U011488,C000916,2025-10-13,0.55,207,53
U011489,C000338,2026-03-29,1.11,107,16
U011490,C000698,2025-12-09,3.75,208,5
U011491,C000355,2025-11-30,0.31,171,98
U011492,C000816,2026-08-17,3.95,61,15
U011493,C000129,2026-06-21,2.06,138,58
U011494,C000127,2026-05-14,2.79,275,58
U011495,C000486,2026-02-03,1.07,87,71
U011496,C000230,2026-02-22,0.22,299,31
U011497,C000423,2026-08-09,1.8,73,40
U011498,C000454,2026-08-30,3.28,235,54
U011499,C000994,2026-06-05,3.61,123,21
U011500,C000952,2026-07-15,4.63,225,91
U011501,C000144,2026-05-17,4.75,274,4
U011502,C000945,2026-02-13,0.19,120,0
U011503,C000394,2025-12-01,4.21,297,85
U011504,C000164,2026-09-03,0.73,99,98
U011505,C000991,2025-12-24,3.77,54,82
U011506,C000104,2025-12-23,0.14,220,55
U011507,C000767,2025-10-26,3.78,175,30
U011508,C000156,2025-11-21,3.62,135,93
U011509,C000005,2026-04-02,1.03,21,28
U011510,C000398,2026-09-05,2.35,192,0
U011511,C000987,2026-09-19,2.51,36,12
U011512,C000425,2026-01-21,3.83,15,76
U011513,C000190,2026-06-17,2.34,105,38
U011514,C000821,2025-10-11,3.64,163,70
U011515,C000113,2026-04-06,4.06,105,32
U011516,C000933,2025-11-03,1.12,172,74
U011517,C000486,2026-05-02,1.66,299,82
U011518,C000800,2026-05-12,3.71,164,20
U011519,C000099,2025-10-26,4.59,130,72
U011520,C000182,2025-12-22,2.01,188,97
U011521,C000685,2026-07-03,2.75,235,1
U011522,C000239,2026-05-10,3.24,155,34
U011523,C000771,2026-02-04,1.33,269,6
U011524,C000734,2026-07-31,3.45,175,95
U011525,C000256,2026-05-17,4.58,115,15
U011526,C000033,2026-05-10,0.21,85,73
U011527,C000503,2026-07-09,4.71,63,32
U011528,C000130,2026-02-18,3.04,77,26
U011529,C000678,2026-04-19,1.04,292,82
U011530,C000444,2026-03-25,2.66,7,43
U011531,C000745,2026-07-12,3.09,280,7
U011532,C000734,2026-02-13,3.85,258,32
U011533,C000489,2026-04-02,2.48,185,86
U011534,C000709,2026-06-13,2.03,67,96
U011535,C000814,2026-04-17,4.47,25,70
U011536,C000636,2026-05-09,3.73,76,91
U011537,C000945,2025-11-27,3.91,279,43
U011538,C000006,2026-09-18,4.03,263,99
U011539,C000378,2026-07-01,1.68,228,8
U011540,C000637,2025-10-15,1.28,237,90
U011541,C000778,2026-01-16,1.27,74,21
U011542,C000313,2026-06-30,1.82,208,32
U011543,C000055,2026-06-19,4.27,40,80
U011544,C000025,2026-03-19,2.01,127,12
U011545,C000168,2026-01-18,1.19,159,13
U011546,C000351,2026-01-05,0.26,241,2
U011547,C000452,2026-04-18,0.34,164,5
U011548,C000744,2025-11-03,4.29,209,65
U011549,C000225,2026-04-03,1.45,191,39
U011550,C000809,2026-03-22,2.24,121,88
U011551,C000392,2026-09-05,3.11,20,10
U011552,C000359,2025-12-24,1.43,134,19
U011553,C000824,2026-08-31,0.26,135,31
U011554,C000272,2025-11-30,1.49,61,65
U011555,C000045,2026-02-04,3.71,152,7
U011556,C000086,2025-09-30,0.87,265,96
U011557,C000936,2026-09-18,1.21,254,19
U011558,C000319,2026-07-02,3.71,147,6
U011559,C000120,2026-07-15,1.06,98,41
U011560,C000106,2026-05-12,2.64,275,25
U011561,C000387,2025-11-15,4.63,241,55
U011562,C000442,2025-12-18,4.53,191,54
U011563,C000270,2026-06-22,0.84,142,11
U011564,C000722,2025-12-16,4.04,291,40
U011565,C000616,2026-04-28,2.75,176,40
U011566,C000212,2026-07-23,4.55,184,13
U011567,C000150,2026-03-01,2.14,118,84
U011568,C000332,2026-05-13,0.2,295,17
U011569,C000363,2026-06-03,2.36,252,96
U011570,C000423,2026-05-20,3.96,94,96
U011571,C000488,2026-01-25,2.32,201,2
U011572,C000697,2025-12-05,3.28,42,93
U011573,C000342,2026-05-06,1.2,190,69
U011574,C000482,2025-09-28,2.8,291,29
U011575,C000761,2026-07-26,3.52,71,64
U011576,C000633,2025-09-30,2.28,110,80
U011577,C000129,2026-01-02,3.75,270,78
U011578,C000251,2026-05-23,4.05,16,12
U011579,C000637,2026-05-18,1.2,281,84
U011580,C000727,2026-08-29,4.07,223,49
U011581,C000149,2026-05-12,1.99,239,13
U011582,C000320,2025-10-08,0.97,142,23
U011583,C000835,2026-06-26,0.15,8,84
U011584,C000634,2026-05-03,1.33,19,77
U011585,C000009,2026-01-08,1.42,148,59
U011586,C000584,2026-01-01,0.69,255,18
U011587,C000175,2026-04-05,2.11,253,61
U011588,C000004,2026-03-01,0.78,149,62
U011589,C000852,2026-04-30,2.05,96,72
U011590,C000371,2026-05-07,4.44,236,8
U011591,C000252,2026-02-24,2.0,111,7
U011592,C000469,2025-11-22,2.48,29,91
U011593,C000963,2026-08-23,1.7,166,51
U011594,C000242,2026-07-05,1.27,125,43
U011595,C000825,2025-10-07,0.11,279,30
U011596,C000917,2026-02-19,1.51,43,5
U011597,C000640,2026-06-22,1.56,225,26
U011598,C000812,2026-06-03,3.43,1,74
U011599,C000692,2026-05-05,3.09,67,24
U011600,C000849,2026-02-07,0.67,102,86
U011601,C000071,2025-11-08,2.78,23,40
U011602,C000244,2026-03-31,0.44,60,92
U011603,C000779,2025-10-15,2.75,295,17
U011604,C000296,2026-06-01,3.78,222,15
U011605,C000544,2026-09-12,1.8,6,20
U011606,C000920,2025-11-13,0.15,89,42
U011607,C000405,2026-07-27,2.5,199,42
U011608,C000523,2026-01-16,3.35,197,34
U011609,C000295,2026-05-15,2.8,251,100
U011610,C000848,2026-07-04,1.46,243,75
U011611,C000259,2026-08-25,0.98,75,43
U011612,C000014,2026-02-18,0.79,298,5
U011613,C000104,2025-12-06,3.05,270,69
U011614,C000729,2026-06-02,0.15,156,26
U011615,C000131,2026-07-15,3.02,293,34
U011616,C000726,2026-05-02,4.26,217,40
U011617,C000482,2025-10-26,0.12,274,25
U011618,C000854,2025-10-13,4.88,98,51
U011619,C000228,2025-10-19,0.48,181,70
U011620,C000643,2026-01-29,4.11,206,20
U011621,C000301,2026-02-27,1.59,196,2
U011622,C000574,2026-05-06,0.47,139,60
U011623,C000051,2026-01-20,4.38,233,66
U011624,C000357,2026-02-04,0.68,63,30
U011625,C000408,2026-07-07,1.9,87,57
U011626,C000515,2025-11-05,2.4,36,18
U011627,C000793,2026-08-06,3.45,172,6
U011628,C000553,2026-04-13,2.58,260,0
U011629,C000724,2025-10-14,0.75,72,82
U011630,C000722,2026-08-15,2.04,287,86
U011631,C000207,2026-03-10,2.73,108,32
U011632,C000998,2026-01-04,0.73,51,38
U011633,C000146,2026-09-07,2.16,88,9
U011634,C000254,2026-06-01,1.52,69,76
U011635,C000067,2026-05-19,3.94,30,35
U011636,C000062,2026-01-29,0.32,112,63
U011637,C000710,2026-01-17,4.41,93,78
U011638,C000556,2025-11-27,2.84,237,98
U011639,C000325,2026-02-08,0.91,169,39
U011640,C000846,2025-11-28,3.85,170,59
U011641,C000304,2026-01-24,3.66,232,20
U011642,C000320,2025-10-10,2.81,22,21
U011643,C000528,2026-08-19,4.33,104,78
U011644,C000591,2026-07-25,1.72,44,86
U011645,C000740,2026-07-08,2.81,272,77
U011646,C000918,2025-12-28,1.85,19,23
U011647,C000516,2026-05-03,2.9,177,14
U011648,C000552,2026-02-08,2.8,28,13
U011649,C000759,2025-12-06,3.58,270,57
U011650,C000472,2026-04-02,3.2,121,9
U011651,C000395,2026-05-13,3.19,197,51
U011652,C000212,2025-10-23,1.52,69,70
U011653,C000774,2025-09-29,0.77,187,7
U011654,C000061,2026-07-19,3.1,184,1
U011655,C000630,2025-12-27,0.66,129,58
U011656,C000822,2026-07-10,3.29,178,50
U011657,C000421,2026-03-04,1.63,211,46
U011658,C000141,2025-10-12,3.17,175,53
U011659,C000489,2026-09-09,2.55,51,27
U011660,C000194,2026-05-03,0.23,74,49
U011661,C000642,2025-11-13,1.38,166,5
U011662,C000550,2026-04-05,0.66,196,12
U011663,C000835,2025-12-16,4.68,238,91
U011664,C000212,2026-03-30,2.36,249,37
U011665,C000142,2026-01-31,2.95,247,76
U011666,C000245,2026-07-24,3.44,297,2
U011667,C000876,2026-02-01,0.36,108,35
U011668,C000455,2026-08-16,3.96,172,76
U011669,C000671,2026-02-09,1.91,227,48
U011670,C000542,2025-12-06,4.39,252,51
U011671,C000254,2026-07-10,1.64,139,70
U011672,C000217,2026-05-04,4.12,115,35
U011673,C000529,2026-01-29,0.97,55,92
U011674,C000976,2026-08-04,0.75,229,15
U011675,C000843,2026-06-27,1.08,276,72
U011676,C000891,2026-06-16,2.5,107,69
U011677,C000907,2025-11-05,2.22,150,54
U011678,C000477,2025-11-28,4.85,103,35
U011679,C000210,2026-08-03,0.19,242,28
U011680,C000461,2026-05-19,2.57,91,49
U011681,C000009,2026-08-14,0.69,179,47
U011682,C000649,2026-02-21,4.08,257,9
U011683,C000299,2026-02-23,1.21,270,47
U011684,C000340,2026-06-02,0.56,5,43
U011685,C000282,2025-11-14,2.53,77,77
U011686,C000359,2026-03-23,1.93,21,92
U011687,C000947,2026-02-17,1.13,263,16
U011688,C000075,2026-02-16,0.24,78,11
U011689,C000889,2026-09-18,4.62,84,35
U011690,C000543,2026-08-16,1.19,249,25
U011691,C000876,2026-01-04,4.08,269,52
U011692,C000049,2025-12-24,1.8,47,1
U011693,C000194,2026-03-14,2.79,225,56
U011694,C000301,2026-06-08,0.99,242,49
U011695,C000939,2025-10-06,0.94,120,100
U011696,C000214,2026-02-27,2.48,76,35
U011697,C000899,2026-08-26,4.15,59,56
U011698,C000736,2026-05-31,2.41,82,87
U011699,C000183,2026-05-28,4.52,268,33
U011700,C000653,2025-12-23,2.57,214,71
U011701,C000417,2025-11-06,0.66,62,7
U011702,C000783,2026-07-06,3.31,215,14
U011703,C000490,2026-07-11,2.01,210,78
U011704,C000133,2025-11-12,0.79,253,87
U011705,C000182,2026-09-12,3.92,143,32
U011706,C000391,2026-05-21,1.15,139,58
U011707,C000637,2026-04-13,3.7,288,71
U011708,C000680,2026-06-15,3.31,108,92
U011709,C000631,2026-09-13,3.66,271,90
U011710,C000632,2026-06-12,0.12,49,78
U011711,C000309,2025-11-02,4.37,89,46
U011712,C000572,2026-06-27,3.34,132,5
U011713,C000672,2025-10-19,0.14,201,85
U011714,C000355,2026-09-14,2.2,287,14
U011715,C000321,2026-09-14,3.41,161,58
U011716,C000840,2026-08-23,1.5,154,58
U011717,C000703,2025-11-21,0.78,195,65
U011718,C000120,2026-02-15,4.36,121,39
U011719,C000948,2025-10-03,0.93,191,92
U011720,C000533,2026-07-05,1.88,41,17
U011721,C000391,2025-10-15,0.1,56,51
U011722,C000065,2026-07-10,1.48,85,79
U011723,C000374,2026-08-20,3.39,104,30
U011724,C000435,2025-10-08,2.26,116,0
U011725,C000894,2026-05-28,4.44,18,54
U011726,C000285,2025-10-02,4.67,284,38
U011727,C000701,2026-01-15,0.83,257,97
U011728,C000404,2026-05-05,3.61,86,75
U011729,C000980,2026-06-11,0.11,177,82
U011730,C000473,2025-10-27,3.03,157,50
U011731,C000963,2025-11-30,2.68,129,16
U011732,C000687,2026-09-03,4.07,261,13
U011733,C000417,2025-12-11,3.75,50,57
U011734,C000525,2026-08-21,3.34,265,72
U011735,C000181,2026-03-19,1.37,95,49
U011736,C000565,2025-11-03,3.33,294,95
U011737,C000612,2026-06-17,3.89,215,4
U011738,C000120,2026-01-25,1.39,267,87
U011739,C000689,2026-06-15,4.58,256,25
U011740,C000306,2026-06-16,2.06,101,80
U011741,C000221,2026-08-14,2.29,47,15
U011742,C000270,2026-04-20,0.96,248,95
U011743,C000030,2026-08-07,4.47,245,35
U011744,C000188,2025-10-29,4.98,77,7
U011745,C000225,2026-03-07,0.76,45,43
U011746,C000044,2026-05-17,1.46,44,96
U011747,C000275,2025-12-05,1.26,184,24
U011748,C000129,2025-11-10,2.09,135,54
U011749,C000170,2026-02-21,2.81,292,0
U011750,C000436,2026-02-05,0.49,192,97
U011751,C000658,2026-01-17,4.02,202,90
U011752,C000229,2026-06-23,2.62,269,41
U011753,C000152,2026-02-12,2.67,145,95
U011754,C000034,2026-08-19,3.14,230,62
U011755,C000778,2026-08-12,3.09,14,54
U011756,C000183,2026-02-26,0.78,242,35
U011757,C000277,2025-12-22,1.61,48,95
U011758,C000255,2026-01-07,2.57,225,4
U011759,C000570,2026-08-22,4.18,288,84
U011760,C000861,2026-04-16,0.73,95,4
U011761,C000358,2025-10-13,2.54,49,31
U011762,C000996,2026-06-02,0.57,259,24
U011763,C000182,2026-09-22,4.77,88,53
U011764,C000302,2026-08-22,4.44,255,35
U011765,C000289,2026-03-13,4.17,208,17
U011766,C000341,2026-07-22,3.6,47,75
U011767,C000682,2025-12-13,4.5,284,100
U011768,C000332,2026-07-15,3.23,47,38
U011769,C000101,2026-01-14,3.9,154,38
U011770,C000760,2026-03-03,0.5,8,37
U011771,C000319,2026-08-18,3.34,232,69
U011772,C000879,2026-08-10,1.74,25,99
U011773,C000073,2026-05-23,0.53,82,30
U011774,C000761,2026-01-02,3.4,84,33
U011775,C000667,2026-06-26,3.15,209,100
U011776,C000242,2026-08-08,2.91,116,26
U011777,C000409,2026-05-31,1.75,43,57
U011778,C000136,2026-07-02,4.33,260,8
U011779,C000418,2026-06-07,1.22,107,24
U011780,C000827,2025-10-13,1.39,294,96
U011781,C000599,2025-12-23,3.19,101,12
U011782,C000715,2026-02-21,1.51,202,88
U011783,C000181,2025-10-18,3.52,0,85
U011784,C000027,2026-03-29,4.03,9,53
U011785,C000666,2026-06-21,2.21,190,94
U011786,C000327,2026-08-13,3.69,270,62
U011787,C000594,2025-11-21,2.75,200,100
U011788,C000051,2025-10-03,1.84,291,75
U011789,C000708,2026-05-20,4.16,83,59
U011790,C000188,2026-06-01,3.38,271,37
U011791,C000793,2026-09-16,2.04,262,97
U011792,C000474,2026-06-04,3.97,125,53
U011793,C000681,2026-07-12,3.84,29,32
U011794,C000448,2025-12-19,2.04,84,73
U011795,C000728,2025-11-18,0.41,297,23
U011796,C000455,2026-05-29,2.91,87,47
U011797,C000083,2026-01-09,2.68,64,13
U011798,C000255,2026-07-10,0.69,290,35
U011799,C000763,2026-03-08,2.86,19,30
U011800,C000403,2026-01-07,3.02,31,25
U011801,C000294,2026-07-22,3.04,98,20
U011802,C000612,2026-01-15,2.33,79,85
U011803,C000584,2026-03-19,1.78,54,79
U011804,C000112,2026-08-06,4.16,115,69
U011805,C000710,2026-04-17,3.36,39,55
U011806,C000571,2026-01-25,3.13,272,32
U011807,C000066,2026-05-12,4.35,148,97
U011808,C000592,2025-12-21,0.31,234,26
U011809,C000869,2025-12-08,2.63,20,53
U011810,C000308,2026-05-22,0.74,86,13
U011811,C000194,2025-10-02,4.21,9,40
U011812,C000717,2026-07-30,4.35,144,81
U011813,C000337,2026-07-30,2.04,201,34
U011814,C000127,2026-02-26,2.65,148,38
U011815,C000045,2026-03-15,4.23,253,43
U011816,C000245,2026-03-24,0.73,105,70
U011817,C000641,2026-07-05,1.93,214,92
U011818,C000546,2026-03-25,3.44,156,32
U011819,C000950,2026-02-10,4.9,102,93
U011820,C000839,2026-04-20,0.16,173,66
U011821,C000153,2026-04-20,0.33,183,83
U011822,C000664,2026-03-28,4.48,5,54
U011823,C000199,2026-01-06,3.64,196,51
U011824,C000990,2026-04-09,0.68,262,67
U011825,C000140,2025-12-24,3.3,136,100
U011826,C000333,2026-06-09,3.26,103,93
U011827,C000302,2026-01-08,3.54,136,51
U011828,C000804,2026-09-12,0.3,267,58
U011829,C000162,2026-05-13,4.99,210,49
U011830,C000418,2026-01-15,3.77,97,85
U011831,C000572,2025-10-08,3.44,229,12
U011832,C000094,2026-05-07,1.41,39,36
U011833,C000119,2026-02-01,1.99,266,89
U011834,C000231,2026-05-01,1.72,184,39
U011835,C000466,2025-12-02,2.47,296,29
U011836,C000982,2026-07-10,3.23,285,31
U011837,C000847,2025-11-20,2.84,183,58
U011838,C000037,2026-07-26,3.6,43,66
U011839,C000242,2026-07-20,1.21,183,22
U011840,C000407,2026-05-12,1.73,29,51
U011841,C000676,2026-07-19,1.65,34,44
U011842,C000433,2026-01-02,3.27,67,11
U011843,C000396,2025-12-16,0.33,17,65
U011844,C000908,2025-11-08,4.68,43,99
U011845,C000521,2026-07-01,0.5,127,40
U011846,C000021,2026-04-18,2.62,235,14
U011847,C000721,2025-11-27,3.52,182,13
U011848,C000709,2025-10-14,1.75,5,91
U011849,C000895,2026-03-21,2.84,239,24
U011850,C000068,2026-05-26,1.8,160,84
U011851,C000719,2026-09-01,0.28,285,93
U011852,C000307,2026-06-24,4.73,126,11
U011853,C000529,2026-08-16,2.82,238,80
U011854,C000248,2026-07-19,1.67,233,81
U011855,C000260,2026-03-27,3.99,281,11
U011856,C000762,2026-01-22,0.23,285,75
U011857,C000583,2025-12-27,3.69,168,52
U011858,C000959,2026-08-23,1.46,230,64
U011859,C000156,2026-05-24,2.05,228,69
U011860,C000954,2026-05-29,4.32,249,82
U011861,C000084,2025-10-26,3.67,121,61
U011862,C000855,2026-05-30,2.58,185,88
U011863,C000232,2026-02-04,3.14,209,26
U011864,C000792,2026-05-27,1.24,118,50
U011865,C000407,2026-06-13,1.39,239,79
U011866,C000064,2025-12-28,2.83,111,5
U011867,C000758,2026-09-05,1.61,122,43
U011868,C000037,2026-02-06,4.42,98,87
U011869,C000901,2026-09-13,2.4,186,43
U011870,C000719,2025-11-21,2.16,214,9
U011871,C000198,2025-11-28,0.79,250,65
U011872,C000865,2026-08-20,3.25,205,51
U011873,C000692,2026-06-10,4.96,279,59
U011874,C000688,2025-10-17,4.8,191,29
U011875,C000730,2025-12-24,4.58,231,61
U011876,C000193,2026-08-20,1.52,77,93
U011877,C000852,2026-08-10,3.17,282,77
U011878,C000774,2025-12-05,1.56,150,54
U011879,C000254,2026-07-09,2.84,242,79
U011880,C000179,2026-09-21,3.7,117,78
U011881,C000642,2026-08-11,1.32,296,11
U011882,C000866,2026-05-24,4.3,119,94
U011883,C000298,2026-03-21,3.58,63,78
U011884,C000734,2026-06-25,3.16,18,84
U011885,C000006,2026-02-21,2.2,142,44
U011886,C000100,2026-05-16,3.13,147,67
U011887,C000635,2025-10-21,4.95,207,42
U011888,C000528,2026-05-22,0.54,87,69
U011889,C000170,2025-12-27,1.68,54,76
U011890,C000832,2025-11-19,1.71,298,48
U011891,C000823,2025-11-23,0.27,55,80
U011892,C000651,2026-01-13,3.01,268,88
U011893,C000002,2026-02-09,3.29,113,67
U011894,C000013,2026-09-10,2.68,269,16
U011895,C000826,2026-02-19,4.78,267,77
U011896,C000389,2026-02-05,4.81,26,35
U011897,C000881,2026-08-10,2.65,135,60
U011898,C000925,2025-09-30,4.36,164,32
U011899,C000745,2026-05-24,1.99,188,6
U011900,C000451,2026-04-14,2.14,160,3
U011901,C000630,2025-12-21,4.45,172,100
U011902,C000732,2025-12-26,2.68,127,79
U011903,C000260,2026-03-12,4.11,220,12
U011904,C000217,2025-12-11,1.35,25,29
U011905,C000230,2025-11-12,1.85,59,10
U011906,C000503,2026-08-31,0.61,95,79
U011907,C000569,2026-02-15,4.77,5,77
U011908,C000421,2026-05-15,0.38,110,65
U011909,C000650,2026-01-13,3.05,273,84
U011910,C000496,2025-10-03,4.03,23,55
U011911,C000995,2026-01-01,2.51,43,57
U011912,C000552,2026-07-25,1.84,171,45
U011913,C000136,2026-08-21,3.94,212,23
U011914,C000111,2026-02-28,0.25,286,74
U011915,C000430,2025-11-26,3.76,67,83
U011916,C000853,2026-07-01,3.62,288,99
U011917,C000556,2025-11-27,4.43,197,18
U011918,C000978,2025-10-10,3.71,8,99
U011919,C000743,2025-10-15,1.66,218,86
U011920,C000890,2026-03-18,2.07,167,56
U011921,C000262,2026-04-02,4.07,139,47
U011922,C000453,2026-08-10,0.18,155,59
U011923,C000462,2025-11-03,4.27,77,41
U011924,C000124,2025-11-02,1.01,17,33
U011925,C000840,2026-07-04,0.12,196,9
U011926,C000719,2026-06-03,4.01,116,84
U011927,C000801,2026-02-03,1.99,196,23
U011928,C000580,2026-07-24,3.13,118,20
U011929,C000467,2026-08-15,0.38,4,65
U011930,C000283,2026-02-20,2.81,244,5
U011931,C000642,2026-04-21,4.56,185,5
U011932,C000010,2026-02-09,2.39,274,9
U011933,C000170,2026-09-18,2.82,79,45
U011934,C000729,2025-10-30,1.32,37,13
U011935,C000218,2026-03-02,0.65,153,62
U011936,C000063,2025-11-12,1.6,48,99
U011937,C000888,2026-04-11,4.47,197,59
U011938,C000011,2026-03-31,0.4,45,96
U011939,C000241,2026-02-07,0.22,69,5
U011940,C000914,2026-01-25,0.36,152,81
U011941,C000163,2026-06-28,3.47,240,45
U011942,C000375,2026-04-13,2.39,61,62
U011943,C000789,2026-03-17,4.58,153,78
U011944,C000410,2025-12-15,2.79,27,16
U011945,C000766,2025-11-22,4.12,219,9
U011946,C000627,2026-05-09,1.72,169,20
U011947,C000145,2026-05-01,0.48,108,14
U011948,C000623,2025-09-26,1.97,36,64
U011949,C000004,2026-09-22,1.02,152,24
U011950,C000659,2026-07-30,2.84,136,28
U011951,C000036,2026-08-24,2.54,284,24
U011952,C000849,2025-10-02,3.96,97,43
U011953,C000108,2025-09-28,2.12,6,39
U011954,C000295,2026-09-22,4.93,54,87
U011955,C000348,2026-04-25,2.18,139,36
U011956,C000256,2026-04-14,2.1,240,61
U011957,C000444,2026-04-19,2.15,238,58
U011958,C000435,2026-04-15,0.89,98,79
U011959,C000902,2026-03-01,1.52,27,77
U011960,C000505,2026-03-04,3.21,186,51
U011961,C000769,2026-07-02,3.67,14,33
U011962,C000019,2025-10-28,0.68,5,11
U011963,C000302,2026-07-15,4.63,0,55
U011964,C000438,2025-10-21,1.19,56,77
U011965,C000749,2026-09-02,3.64,233,76
U011966,C000477,2026-03-01,3.65,250,57
U011967,C000424,2026-08-05,1.04,222,21
U011968,C000139,2026-07-06,1.51,293,10
U011969,C000404,2026-06-07,1.4,8,26
U011970,C000330,2025-11-13,3.72,120,34
U011971,C000160,2025-10-08,2.35,162,61
U011972,C000711,2025-10-22,4.36,68,53
U011973,C000630,2026-08-17,2.03,122,36
U011974,C000018,2025-12-12,1.29,63,4
U011975,C000228,2026-08-02,3.8,26,85
U011976,C000107,2025-12-21,1.32,49,57
U011977,C000255,2026-08-20,1.94,93,38
U011978,C000042,2026-04-29,4.61,215,39
U011979,C000662,2026-01-14,0.84,81,27
U011980,C000222,2025-10-11,0.59,13,39
U011981,C000921,2026-09-18,0.48,165,29
U011982,C000321,2026-01-21,1.32,93,56
U011983,C000024,2025-11-29,4.56,169,95
U011984,C000928,2026-06-09,3.86,234,90
U011985,C000845,2026-01-14,2.03,5,62
U011986,C000743,2025-12-21,0.77,114,46
U011987,C000348,2026-04-06,4.81,211,46
U011988,C000190,2026-06-18,2.0,125,59
U011989,C000337,2026-08-19,0.11,96,100
U011990,C000199,2026-04-02,4.88,81,3
U011991,C000098,2025-12-31,2.97,201,30
U011992,C000142,2026-03-01,3.99,25,6
U011993,C000473,2026-05-19,2.44,16,28
U011994,C000947,2026-06-16,2.9,33,62
U011995,C000160,2026-07-31,0.24,18,71
U011996,C000706,2026-09-03,1.93,3,39
U011997,C000306,2026-07-17,3.41,33,58
U011998,C000958,2026-03-05,4.55,25,82
U011999,C000725,2026-04-12,4.84,110,88
U012000,C000007,2026-04-27,1.24,24,7
U012001,C000564,2026-01-18,1.78,135,94
U012002,C000401,2025-11-28,1.88,278,99
U012003,C000861,2026-01-24,4.97,87,66
U012004,C000030,2025-12-25,1.52,265,65
U012005,C000980,2025-10-15,0.72,38,47
U012006,C000699,2026-03-07,2.21,39,22
U012007,C000753,2026-03-13,4.73,204,94
U012008,C000213,2026-05-22,0.73,236,31
U012009,C000533,2026-07-06,3.59,29,52
U012010,C000307,2026-05-23,3.92,135,45
U012011,C000004,2025-11-01,2.83,241,92
U012012,C000647,2026-04-26,1.18,280,63
U012013,C000891,2026-07-23,2.71,112,92
U012014,C000228,2026-05-11,4.45,232,4
U012015,C000415,2026-05-11,0.37,0,30
U012016,C000742,2026-04-12,2.18,233,50
U012017,C000050,2026-03-11,1.98,129,28
U012018,C000872,2026-04-25,2.5,153,59
U012019,C000485,2026-07-15,2.33,277,1
U012020,C000300,2025-10-14,2.78,167,24
U012021,C000904,2026-04-23,4.25,150,84
U012022,C000998,2026-03-15,1.33,183,92
U012023,C000021,2025-12-21,3.64,225,57
U012024,C000137,2025-10-01,1.16,124,100
U012025,C000380,2026-06-16,2.38,35,33
U012026,C000546,2026-04-19,4.71,168,54
U012027,C000962,2026-02-06,4.0,18,58
U012028,C000572,2025-12-31,4.3,101,90
U012029,C000968,2026-07-29,1.76,275,16
U012030,C000165,2026-01-14,2.69,123,24
U012031,C000759,2026-03-04,3.84,21,55
U012032,C000771,2026-07-26,0.47,46,37
U012033,C000414,2026-02-15,2.19,293,15
U012034,C000597,2026-06-29,3.88,214,19
